Speaker name,Category/topic tags,State,Notes
Tegan Taylor,"Celebrity; Health, Lifestyle & Wellbeing; Master of Ceremonies (MCs) & Hosts; Technology, Future & Innovation",QLD,Gender: Female
Tenby Powell,Business; Leadership; Team Building,New Zealand (Auckland),Gender: Male
Tenille Bentley,"Health, Lifestyle & Wellbeing; Leadership; Mental Health & Wellness; Motivational; Technology, Future & Innovation",WA (Perth),Gender: Female
Terry McFlynn,Master of Ceremonies (MCs) & Hosts; Sport,NSW (Sydney),Gender: Male
Terry Wallace,Celebrity; Sport; Team Building,VIC (Melbourne),Gender: Male
Terry Williams,Business; Motivational,New Zealand (North Island),Gender: Male
Tess Lloyd OLY,Business; Inspirational; Motivational; People & Culture; Sport,VIC (Melbourne),Gender: Female
The Burton Brothers,Master of Ceremonies (MCs) & Hosts; Storytelling; Team Building,VIC (Melbourne),Gender: Male
The Decent People,Master of Ceremonies (MCs) & Hosts; Team Building,VIC (Melbourne),Gender: Male
The Diamonds,,NSW,Gender: Female
The Divine Sisters,,VIC,Gender: Female
The Hon Alexander Downer AC,Economy & Finance; Environment & Climate Change; Leadership; Politics & Law; Social Trends & Current Affairs; World Affairs,SA (Adelaide),Gender: Male
The Hon Peter Gutwein GAICD,"Business; Environment & Climate Change; Health, Lifestyle & Wellbeing; Motivational; Resilience",TAS (Launceston),Gender: Male
The Hon. Jeff Kennett AC,Celebrity; Leadership; Mental Health & Wellness; Politics & Law,VIC (Melbourne),Gender: Male
The Hon. John Brumby,Leadership; Politics & Law,VIC,Gender: Male
The Hon. John Howard OM AC,"Economy & Finance; Leadership; Politics & Law; Technology, Future & Innovation; World Affairs",NSW (Sydney),Gender: Male
The Hon. Lindsay Tanner,Celebrity; Economy & Finance; Environment & Climate Change; Leadership; Politics & Law; World Affairs,VIC (Melbourne),Gender: Male
The Hon. Nick Greiner AC,Politics & Law,NSW,Gender: Male
The Hon. Victor Dominello,"AI; Business; Leadership; Technology, Future & Innovation",NSW (Sydney),Gender: Male
The Honorable Kim Beazley AC,Economy & Finance; Leadership; Politics & Law; World Affairs,WA (Perth),Gender: Male
The Honourable Fran Bailey,Business; Creativity & Innovation; Diversity & Inclusion; Intergenerational Influencers; Leadership; Politics & Law,VIC (Melbourne),Gender: Female
The Right Honourable Michäelle Jean,Diversity & Inclusion; Education; Inspirational; Leadership; Motivational; Social Trends & Current Affairs,International (Canada),Gender: Female
Thea O'Connor,"Diversity & Inclusion; Health, Lifestyle & Wellbeing; Leadership; Master of Ceremonies (MCs) & Hosts; Motivational",QLD (Coffs Harbour),Gender: Female
Theo Kapodistrias,Business; Education; Master of Ceremonies (MCs) & Hosts; Storytelling,TAS (Hobart),Gender: Male
Theo Venter,"Health, Lifestyle & Wellbeing; Inspirational; Motivational",WA,Gender: Male
thndo,Celebrity,VIC (Melbourne),Gender: Female
Thomas A. Kolditz,Adventurers; Business; Leadership; Military; Motivational; Sport,International (USA),Gender: Male
Thomas Robb,"Education; Health, Lifestyle & Wellbeing; Inspirational; Mental Health & Wellness; Motivational",VIC (Melbourne),Gender: Male
Ticky Fullerton,Business; Celebrity; Economy & Finance; Master of Ceremonies (MCs) & Hosts; Virtual,NSW (Sydney),Gender: Female
Tiffani Bova,"Business; Leadership; Technology, Future & Innovation",International (USA),Gender: Female
Tiffany Cherry,"Health, Lifestyle & Wellbeing; Master of Ceremonies (MCs) & Hosts; Media; Sport",VIC (Melbourne),Gender: Female
Tiffany Murray,Business; Inspirational; Leadership; Motivational,SA (Adelaide),Gender: Female
Tiffiny Hall,"Celebrity; Health, Lifestyle & Wellbeing; Master of Ceremonies (MCs) & Hosts; Media; Motivational; Resilience",VIC (Melbourne),Gender: Female
Tilly Lockey,"AI; Celebrity; Diversity & Inclusion; Health, Lifestyle & Wellbeing; Inspirational; Leadership; Motivational; Technology, Future & Innovation",International (UK),Gender: Female
Tim  Stackpool,Celebrity; Master of Ceremonies (MCs) & Hosts; Media,NSW (Sydney),Gender: Male
Tim Alpe,Business; Creativity & Innovation; Resilience,New Zealand (Auckland),Gender: Male
Tim and Rod,Diversity & Inclusion; Leadership; People & Culture; Resilience; Team Building,NSW (Sydney),Gender: Male
Tim Blackwell,Master of Ceremonies (MCs) & Hosts,NSW,Gender: Male
Tim Campbell,Celebrity,VIC (Melbourne),Gender: Male
Tim Cox,Celebrity; Master of Ceremonies (MCs) & Hosts,TAS (Hobart),Gender: Male
Tim Ellis,Creativity & Innovation; Master of Ceremonies (MCs) & Hosts; Team Building; Virtual,VIC (Melbourne),Gender: Male
Tim Gilbert,Celebrity; Master of Ceremonies (MCs) & Hosts; Media; Sport,NSW (Sydney),Gender: Male
Tim Gill,"Adventurers; Business; Leadership; Motivational; Team Building; Technology, Future & Innovation",SA (Adelaide),Gender: Male
Tim Ginever,After Dinner Speakers; Business; Celebrity; Leadership; Master of Ceremonies (MCs) & Hosts; Sport,SA (Adelaide),Gender: Male
Tim Gossage,Master of Ceremonies (MCs) & Hosts; Sport,WA (Perth),Gender: Male
Tim Hamons,Business; Creativity & Innovation; Leadership; Master of Ceremonies (MCs) & Hosts; Motivational; Storytelling; Team Building,International (Singapore),Gender: Male
Tim Horan AM,Motivational; Sport,QLD (Brisbane),Gender: Male
Tim Jarvis AM,Adventurers; Environment & Climate Change; Inspirational; Leadership; Motivational; Sport; Team Building,SA (Adelaide),Gender: Male
Tim Longhurst,Business; Motivational,NSW (Sydney),Gender: Male
Tim Noonan,Environment & Climate Change; Media,SA (Adelaide),Gender: Male
Tim Pethick,Business,NSW,Gender: Male
Tim Reid,Advertising & Marketing; Business,QLD,Gender: Male
Tim Ross,After Dinner Speakers; Media; Storytelling; Virtual,NSW (Sydney),Gender: Male
Tim Shaw,Business; Celebrity; Leadership; Master of Ceremonies (MCs) & Hosts; Media; Motivational,ACT (Canberra),Gender: Male
Tim Wade,Business; Leadership; Team Building,International (Singapore),Gender: Male
Tim Walsh,Business; Leadership; Team Building,NSW (Sydney),Gender: Male
Tim Watson,Master of Ceremonies (MCs) & Hosts; Media; Sport,VIC (Melbourne),Gender: Male
Tina Altieri,Celebrity; Master of Ceremonies (MCs) & Hosts; Media,WA (Perth),Gender: Female
Tina Arena AM,Celebrity; Virtual,NSW,Gender: Female
Tina Tower,Advertising & Marketing; Business; Diversity & Inclusion; Inspirational; Intergenerational Influencers; Leadership; Motivational; People & Culture; Social Media & Networking; Social Trends & Current Affairs; Team Building,NSW (Sydney),Gender: Female
Tiny Holly,Master of Ceremonies (MCs) & Hosts,WA (Perth),Gender: Male
Todd Bowler,Business; Leadership; Motivational; People & Culture; Politics & Law; Team Building,WA (Perth),Gender: Male
Todd Russell,"Celebrity; Health, Lifestyle & Wellbeing",TAS,Gender: Male
Todd Sampson,Advertising & Marketing; Business; Celebrity; Creativity & Innovation; Environment & Climate Change; Intergenerational Influencers; Leadership; Social Trends & Current Affairs,NSW (Sydney),Gender: Male
Todd Woodbridge,Leadership; Sport,VIC (Melbourne),Gender: Male
Toltu Tufa,"Business; Diversity & Inclusion; Education; Health, Lifestyle & Wellbeing; Inspirational; Leadership; Master of Ceremonies (MCs) & Hosts; Mental Health & Wellness; People & Culture",VIC (Melbourne),Gender: Female
Tom Abbott,Business; Motivational,International (Asia; Singapore),Gender: Male
Tom Ballard,Master of Ceremonies (MCs) & Hosts; Virtual,VIC (Melbourne),Gender: Male
Tom Berger,Business,TAS (Hobart),Gender: Male
Tom Boyd,"Business; Education; Health, Lifestyle & Wellbeing; Inspirational; Mental Health & Wellness; Motivational; People & Culture; Sport; Virtual",VIC (Melbourne),Gender: Male
Tom Cronin,"Business; Health, Lifestyle & Wellbeing; Leadership; Mental Health & Wellness; People & Culture; Resilience",NSW (Sydney),Gender: Male
Tom Elliott,Business; Celebrity; Economy & Finance; Media,VIC (Melbourne),Gender: Male
Tom Gleeson,Celebrity; Master of Ceremonies (MCs) & Hosts,NSW; VIC (Byron Bay; Melbourne),Gender: Male
Tom Griffith,Business,VIC (Melbourne),Gender: Male
Tom Nash,"Diversity & Inclusion; Health, Lifestyle & Wellbeing; Inspirational; Motivational; Resilience",NSW (Sydney),Gender: Male
Tom Peters,Business; Leadership,International (USA),Gender: Male
Tom Potter,Advertising & Marketing; Business; Leadership,QLD (Brisbane),Gender: Male
Tom Slingsby,Business; Sport,NSW (Sydney),Gender: Male
Tom Thum,Creativity & Innovation; Inspirational; People & Culture; Storytelling,QLD (Brisbane),Gender: Male
Tom Walton,Business; Food & Wine,NSW (Sydney),Gender: Male
Tom Williams,Celebrity; Master of Ceremonies (MCs) & Hosts; Media,NSW (Sydney),Gender: Male
Tommy Dean,Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Male
Tommy Little,Master of Ceremonies (MCs) & Hosts; Virtual,VIC (Melbourne),Gender: Male
Toni Pearen,Celebrity; Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Female
Tonia Todman,"After Dinner Speakers; Authors; Food & Wine; Health, Lifestyle & Wellbeing",VIC (Kyneton),Gender: Female
Tony Christiansen,Inspirational; Motivational; People & Culture; Resilience; Sport,New Zealand (North Island; Tauranga),Gender: Male
Tony Gattari,Business,NSW,Gender: Male
Tony Gustavsson,Leadership; Motivational; Resilience; Sport; Team Building,International; NSW (Europe; Stockholm; Sydney),Gender: Male
Tony Hughes,Advertising & Marketing; Authors; Business; Leadership; Team Building,NSW,Gender: Male
Tony Jones,Celebrity; Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Male
Tony Leonard,Celebrity; Master of Ceremonies (MCs) & Hosts,VIC (Melbourne),Gender: Male
Tony McManus,"After Dinner Speakers; Health, Lifestyle & Wellbeing; Master of Ceremonies (MCs) & Hosts; Mental Health & Wellness; People & Culture; Team Building",VIC (Melbourne),Gender: Male
Tony Nash,"Business; Leadership; Technology, Future & Innovation",NSW (Sydney),Gender: Male
Tony Pilkington,Celebrity; Master of Ceremonies (MCs) & Hosts; Virtual,SA (Adelaide),Gender: Male
Tony S Wilson,Business; Leadership; Motivational; People & Culture; Team Building,QLD (Brisbane),Gender: Male
Tony Squires,Celebrity,NSW (Sydney),Gender: Male
Tony Wilson,Authors; Celebrity; Master of Ceremonies (MCs) & Hosts; Media; Motivational,VIC (Melbourne),Gender: Male
Tracee Hutchison,"Business; Celebrity; Environment & Climate Change; Leadership; Master of Ceremonies (MCs) & Hosts; Media; Politics & Law; Social Trends & Current Affairs; Technology, Future & Innovation",VIC (Melbourne),Gender: Female
Tracey Curro,Celebrity; Master of Ceremonies (MCs) & Hosts,VIC (Melbourne),Gender: Female
Tracey Spicer AM,"AI; Diversity & Inclusion; Master of Ceremonies (MCs) & Hosts; Technology, Future & Innovation",NSW (Sydney),Gender: Female
Tracy Hall,"Education; Health, Lifestyle & Wellbeing; Mental Health & Wellness; Resilience",NSW (Sydney),Gender: Female
Tracy Sheen,"AI; Diversity & Inclusion; Master of Ceremonies (MCs) & Hosts; Social Media & Networking; Technology, Future & Innovation; Virtual",QLD (Townsville),Gender: Female
Tracy Tutor,Business; Celebrity; Leadership; Motivational,International (USA),Gender: Female
Tracy Vo,Celebrity; Master of Ceremonies (MCs) & Hosts; Media,WA (Perth),Gender: Female
Travis Bell,"Health, Lifestyle & Wellbeing; Inspirational; Motivational",VIC (Melbourne),Gender: Male
Trent Innes,"Business; Leadership; Resilience; Sport; Technology, Future & Innovation",NSW,Gender: Male
Trevor Gillmeister,Motivational; Sport,QLD,Gender: Male
Trevor Gleeson,Inspirational; Leadership; Motivational; People & Culture; Sport; Team Building,WA (Perth),Gender: Male
Trevor Hendy,"Celebrity; Health, Lifestyle & Wellbeing; Inspirational; Motivational; Sport",QLD,Gender: Male
Trevor Long,"Technology, Future & Innovation",NSW,Gender: Male
Trish Peng,Business; Resilience,,Gender: Female
Tristan Miller,Adventurers; After Dinner Speakers; Inspirational; Motivational; Sport,VIC (Melbourne),Gender: Male
Troy & Zara,Creativity & Innovation; Leadership; Motivational; Team Building; Virtual,VIC (Melbourne),
Troy Gray,"Business; Health, Lifestyle & Wellbeing; Master of Ceremonies (MCs) & Hosts; Motivational; Resilience; Sport",SA (Adelaide),Gender: Male
Troy Hazard,Business,QLD (Townsville),Gender: Male
Troy Sachs OAM PLY,Diversity & Inclusion; Inspirational; Leadership; Motivational; Resilience; Sport; Storytelling; Team Building,NSW (Sydney),Gender: Male
Trudy MacDonald,Business; Leadership; Motivational,NSW (Sydney),Gender: Female
Tsedal Neeley,Business; Diversity & Inclusion,International (USA),Gender: Female
Tully Smyth,Inspirational; Mental Health & Wellness; Social Media & Networking,,Gender: Female
Turia Pitt,Inspirational; Motivational; Resilience,NSW (Byron Bay),Gender: Female
Tyla King,Resilience; Sport; Sustainability,New Zealand (Auckland),Gender: Female
Ultimate Kylie,,VIC,Gender: Female
Uma Rudd Chia,"Advertising & Marketing; Business; Creativity & Innovation; Inspirational; Leadership; Technology, Future & Innovation",International (Asia; Singapore),Gender: Female
Up Up and Away,Team Building,VIC,
Vanessa Amorosi,,VIC,Gender: Female
Vanessa Stoykov,"Business; Economy & Finance; Health, Lifestyle & Wellbeing; Inspirational; Motivational; Storytelling",NSW (Sydney),Gender: Female
Vanessa Turnbull-Roberts,Diversity & Inclusion; Indigenous Speakers; Leadership,NSW (Sydney),Gender: Female
Veronica Milsom,Business; Celebrity; Diversity & Inclusion; Intergenerational Influencers; Master of Ceremonies (MCs) & Hosts; Media; Social Trends & Current Affairs,ACT (Canberra),Gender: Female
Vicky O'Keefe,,QLD (Brisbane),Gender: Female
Victoria Devine,Economy & Finance,VIC (Melbourne),Gender: Female
Victoria Vanstone,"Health, Lifestyle & Wellbeing; Inspirational; Mental Health & Wellness; Motivational; Resilience; Storytelling",QLD (Sunshine Coast),Gender: Female
Vince Sorrenti,Celebrity,NSW (Sydney),Gender: Male
Vinh Giang,Business; Inspirational; Motivational; Virtual,International (USA),Gender: Male
Virginia Trioli,Master of Ceremonies (MCs) & Hosts; Media; Virtual; World Affairs,VIC (Melbourne),Gender: Female
Waleed Aly,Business; Celebrity; Education; Master of Ceremonies (MCs) & Hosts; Media; Politics & Law; World Affairs,VIC (Melbourne),Gender: Male
Wally Lewis AM,Celebrity; Inspirational; Master of Ceremonies (MCs) & Hosts; Motivational; Sport,QLD,Gender: Male
Wanitha Tanasingam,"Creativity & Innovation; Diversity & Inclusion; Food & Wine; Health, Lifestyle & Wellbeing; Mental Health & Wellness",NSW (Sydney),Gender: Female
Warren Davies,Business; Inspirational; Leadership; Mental Health & Wellness; Motivational; Resilience; Team Building,VIC (Melbourne),Gender: Male
Warwick Merry,Authors; Master of Ceremonies (MCs) & Hosts; Virtual,VIC (Melbourne),Gender: Male
Wasim Akram,Business; Inspirational; Leadership; Motivational; Sport; Storytelling,International (Karachi; Pakistan),Gender: Male
Wayne Baskin,"Business; Team Building; Technology, Future & Innovation",NSW (Sydney),Gender: Male
Wayne Bennett AM,Motivational; Sport,NSW (Sydney),Gender: Male
Wayne Carey,Celebrity; Leadership; Motivational; Sport,VIC (Melbourne),Gender: Male
Wayne Herbert,Business; Diversity & Inclusion; Inspirational; People & Culture; Resilience; Virtual,ACT (Canberra),Gender: Male
Wayne Pearce,Leadership; Motivational; Resilience; Sport; Team Building,NSW (Sydney),Gender: Male
Wayne Phillips,After Dinner Speakers; Master of Ceremonies (MCs) & Hosts; Sport,SA (Adelaide),Gender: Male
Wayne Quilliam,After Dinner Speakers; Creativity & Innovation; Diversity & Inclusion; Environment & Climate Change; Food & Wine; Indigenous Speakers; Inspirational; Master of Ceremonies (MCs) & Hosts; Storytelling,VIC (Melbourne),Gender: Male
Wayne Schwass,"Health, Lifestyle & Wellbeing; Inspirational; Mental Health & Wellness; Motivational; Resilience; Sport",VIC (Melbourne),Gender: Male
Wayne Shapiro,Master of Ceremonies (MCs) & Hosts,NSW,Gender: Male
Wema Hoover,Advertising & Marketing; Business; Diversity & Inclusion; Leadership,International (USA),Gender: Female
Wendy Dean,Inspirational; Mental Health & Wellness; Motivational; Resilience,QLD (Brisbane),Gender: Female
Wendy Harmer,Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Female
Wendy Leong,Business; Diversity & Inclusion; Leadership; Motivational,International (Asia; Singapore),Gender: Female
Whitney Fitzsimmons,Business; Leadership; Master of Ceremonies (MCs) & Hosts; Media; World Affairs,NSW (Sydney),Gender: Female
Wil Anderson,Master of Ceremonies (MCs) & Hosts,NSW (Byron Bay; Sydney),Gender: Male
Wil Massara,Business; Intergenerational Influencers; Leadership; Motivational,WA (Perth),Gender: Male
William Mulholland,Business; Master of Ceremonies (MCs) & Hosts; Politics & Law; Storytelling,VIC (Melbourne),Gender: Male
